i,Ebeam,x,xl,xr,y,z,zl,zr,Q2,Q2l,Q2r,pT,pTl,pTr,obs,value,stat,syst,target,hadron
155,11,0.187,0.00,0.25,0.45693,0.573,0.55,0.60,1.7249,1.5000,2.0000,0.12036,0.10,0.15,FuuA,250.40797,86.86915,25.04080,neutron,pi-
156,11,0.183,0.00,0.25,0.46912,0.574,0.55,0.60,1.7244,1.5000,2.0000,0.16733,0.15,0.20,FuuA,237.41890,70.89020,23.74189,neutron,pi-
157,11,0.177,0.00,0.25,0.48787,0.574,0.55,0.60,1.7242,1.5000,2.0000,0.22269,0.20,0.25,FuuA,218.17942,60.35464,21.81794,neutron,pi-
158,11,0.169,0.00,0.25,0.51096,0.574,0.55,0.60,1.7240,1.5000,2.0000,0.27917,0.25,0.30,FuuA,195.98584,61.13580,19.59858,neutron,pi-
159,11,0.164,0.00,0.25,0.52961,0.574,0.55,0.60,1.7240,1.5000,2.0000,0.32527,0.30,0.35,FuuA,177.07438,70.65397,17.70744,neutron,pi-
160,11,0.160,0.00,0.25,0.54516,0.574,0.55,0.60,1.7228,1.5000,2.0000,0.36955,0.35,0.40,FuuA,158.95812,61.47169,15.89581,neutron,pi-
161,11,0.155,0.00,0.25,0.56079,0.574,0.55,0.60,1.7211,1.5000,2.0000,0.42058,0.40,0.45,FuuA,138.44368,60.41939,13.84437,neutron,pi-
162,11,0.152,0.00,0.25,0.57453,0.574,0.55,0.60,1.7192,1.5000,2.0000,0.47431,0.45,0.50,FuuA,117.94505,60.24903,11.79450,neutron,pi-
163,11,0.149,0.00,0.25,0.58523,0.574,0.55,0.60,1.7181,1.5000,2.0000,0.52375,0.50,0.55,FuuA,100.17972,71.09492,10.01797,neutron,pi-
164,11,0.146,0.00,0.25,0.59435,0.574,0.55,0.60,1.7174,1.5000,2.0000,0.56947,0.55,0.60,FuuA,85.03192,70.51693,8.50319,neutron,pi-
165,11,0.143,0.00,0.25,0.60865,0.574,0.55,0.60,1.7158,1.5000,2.0000,0.64078,0.60,0.70,FuuA,64.48516,55.18605,6.44852,neutron,pi-
166,11,0.137,0.00,0.25,0.62748,0.574,0.55,0.60,1.7123,1.5000,2.0000,0.74793,0.70,0.80,FuuA,40.24066,61.11475,4.02407,neutron,pi-
167,11,0.130,0.00,0.25,0.65281,0.575,0.55,0.60,1.7064,1.5000,2.0000,0.94750,0.80,1.60,FuuA,15.63263,61.09025,1.56326,neutron,pi-
168,11,0.210,0.00,0.25,0.51597,0.323,0.30,0.35,2.2132,2.0000,2.5000,0.06591,0.00,0.10,FuuA,984.10602,47.30470,98.41060,neutron,pi-
169,11,0.201,0.00,0.25,0.54367,0.323,0.30,0.35,2.2172,2.0000,2.5000,0.12579,0.10,0.15,FuuA,909.84139,45.38546,90.98414,neutron,pi-
170,11,0.193,0.00,0.25,0.56653,0.323,0.30,0.35,2.2167,2.0000,2.5000,0.17586,0.15,0.20,FuuA,830.20134,40.42189,83.02013,neutron,pi-
171,11,0.188,0.00,0.25,0.58255,0.323,0.30,0.35,2.2156,2.0000,2.5000,0.22511,0.20,0.25,FuuA,739.66291,40.48320,73.96629,neutron,pi-
172,11,0.184,0.00,0.25,0.59459,0.324,0.30,0.35,2.2138,2.0000,2.5000,0.27495,0.25,0.30,FuuA,640.26493,38.90689,64.02649,neutron,pi-
173,11,0.182,0.00,0.25,0.60271,0.324,0.30,0.35,2.2113,2.0000,2.5000,0.32572,0.30,0.35,FuuA,537.90354,42.01308,53.79035,neutron,pi-
174,11,0.181,0.00,0.25,0.60629,0.324,0.30,0.35,2.2077,2.0000,2.5000,0.37506,0.35,0.40,FuuA,442.71646,45.12915,44.27165,neutron,pi-
175,11,0.181,0.00,0.25,0.60492,0.324,0.30,0.35,2.2053,2.0000,2.5000,0.42493,0.40,0.45,FuuA,353.97670,49.63455,35.39767,neutron,pi-
176,11,0.182,0.00,0.25,0.60033,0.324,0.30,0.35,2.2050,2.0000,2.5000,0.47406,0.45,0.50,FuuA,276.57388,56.73223,27.65739,neutron,pi-
177,11,0.184,0.00,0.25,0.59432,0.324,0.30,0.35,2.2042,2.0000,2.5000,0.52378,0.50,0.55,FuuA,210.24725,59.88797,21.02473,neutron,pi-
178,11,0.185,0.00,0.25,0.59097,0.323,0.30,0.35,2.2047,2.0000,2.5000,0.57447,0.55,0.60,FuuA,153.98693,65.36124,15.39869,neutron,pi-
179,11,0.184,0.00,0.25,0.59601,0.325,0.30,0.35,2.2107,2.0000,2.5000,0.64048,0.60,0.70,FuuA,97.82379,59.06320,9.78238,neutron,pi-
180,11,0.178,0.00,0.25,0.61696,0.328,0.30,0.35,2.2205,2.0000,2.5000,0.73282,0.70,0.80,FuuA,47.54958,92.00977,4.75496,neutron,pi-
181,11,0.165,0.00,0.25,0.66155,0.334,0.30,0.35,2.2243,2.0000,2.5000,0.83513,0.80,1.60,FuuA,18.83670,240.64920,1.88367,neutron,pi-
182,11,0.211,0.00,0.25,0.51269,0.373,0.35,0.40,2.2118,2.0000,2.5000,0.06421,0.00,0.10,FuuA,647.76696,59.78915,64.77670,neutron,pi-
183,11,0.204,0.00,0.25,0.53447,0.373,0.35,0.40,2.2163,2.0000,2.5000,0.12593,0.10,0.15,FuuA,602.26931,52.45919,60.22693,neutron,pi-
184,11,0.196,0.00,0.25,0.55675,0.373,0.35,0.40,2.2166,2.0000,2.5000,0.17533,0.15,0.20,FuuA,554.57058,51.95765,55.45706,neutron,pi-
185,11,0.191,0.00,0.25,0.57274,0.373,0.35,0.40,2.2164,2.0000,2.5000,0.22333,0.20,0.25,FuuA,501.04449,47.09196,50.10445,neutron,pi-
186,11,0.187,0.00,0.25,0.58575,0.374,0.35,0.40,2.2148,2.0000,2.5000,0.27500,0.25,0.30,FuuA,438.61313,45.62067,43.86131,neutron,pi-
187,11,0.184,0.00,0.25,0.59546,0.374,0.35,0.40,2.2130,2.0000,2.5000,0.32488,0.30,0.35,FuuA,376.21799,49.83217,37.62180,neutron,pi-
188,11,0.182,0.00,0.25,0.60234,0.374,0.35,0.40,2.2105,2.0000,2.5000,0.37414,0.35,0.40,FuuA,315.80812,49.80248,31.58081,neutron,pi-
189,11,0.181,0.00,0.25,0.60580,0.374,0.35,0.40,2.2076,2.0000,2.5000,0.42547,0.40,0.45,FuuA,256.72625,54.90529,25.67263,neutron,pi-
190,11,0.181,0.00,0.25,0.60525,0.374,0.35,0.40,2.2050,2.0000,2.5000,0.47686,0.45,0.50,FuuA,203.56066,60.09689,20.35607,neutron,pi-
191,11,0.182,0.00,0.25,0.60176,0.374,0.35,0.40,2.2046,2.0000,2.5000,0.52709,0.50,0.55,FuuA,158.07098,70.45171,15.80710,neutron,pi-
192,11,0.183,0.00,0.25,0.59720,0.374,0.35,0.40,2.2042,2.0000,2.5000,0.57467,0.55,0.60,FuuA,121.69947,79.36435,12.16995,neutron,pi-
193,11,0.185,0.00,0.25,0.59091,0.374,0.35,0.40,2.2041,2.0000,2.5000,0.64964,0.60,0.70,FuuA,77.93591,59.96543,7.79359,neutron,pi-
194,11,0.184,0.00,0.25,0.59614,0.375,0.35,0.40,2.2109,2.0000,2.5000,0.74300,0.70,0.80,FuuA,39.85913,92.30434,3.98591,neutron,pi-
195,11,0.177,0.00,0.25,0.61841,0.378,0.35,0.40,2.2195,2.0000,2.5000,0.84733,0.80,1.60,FuuA,17.82221,115.07875,1.78222,neutron,pi-
196,11,0.212,0.00,0.25,0.51085,0.423,0.40,0.45,2.2110,2.0000,2.5000,0.06630,0.00,0.10,FuuA,433.42515,71.04378,43.34251,neutron,pi-
197,11,0.207,0.00,0.25,0.52718,0.423,0.40,0.45,2.2151,2.0000,2.5000,0.12441,0.10,0.15,FuuA,407.82809,69.33667,40.78281,neutron,pi-
198,11,0.200,0.00,0.25,0.54614,0.423,0.40,0.45,2.2163,2.0000,2.5000,0.17255,0.15,0.20,FuuA,379.08251,59.70364,37.90825,neutron,pi-
199,11,0.194,0.00,0.25,0.56423,0.424,0.40,0.45,2.2163,2.0000,2.5000,0.22300,0.20,0.25,FuuA,344.47465,56.37883,34.44746,neutron,pi-
200,11,0.189,0.00,0.25,0.57736,0.424,0.40,0.45,2.2150,2.0000,2.5000,0.27318,0.25,0.30,FuuA,307.11888,55.42915,30.71189,neutron,pi-
201,11,0.186,0.00,0.25,0.58813,0.424,0.40,0.45,2.2140,2.0000,2.5000,0.32415,0.30,0.35,FuuA,266.96197,55.07149,26.69620,neutron,pi-
202,11,0.183,0.00,0.25,0.59643,0.424,0.40,0.45,2.2123,2.0000,2.5000,0.37425,0.35,0.40,FuuA,227.64797,59.18261,22.76480,neutron,pi-
203,11,0.182,0.00,0.25,0.60240,0.424,0.40,0.45,2.2102,2.0000,2.5000,0.42511,0.40,0.45,FuuA,189.39572,59.84776,18.93957,neutron,pi-
204,11,0.181,0.00,0.25,0.60557,0.424,0.40,0.45,2.2073,2.0000,2.5000,0.47524,0.45,0.50,FuuA,154.63435,70.27335,15.46344,neutron,pi-
205,11,0.181,0.00,0.25,0.60544,0.424,0.40,0.45,2.2052,2.0000,2.5000,0.52604,0.50,0.55,FuuA,123.17184,70.49214,12.31718,neutron,pi-
206,11,0.181,0.00,0.25,0.60329,0.424,0.40,0.45,2.2042,2.0000,2.5000,0.57593,0.55,0.60,FuuA,96.22792,91.10654,9.62279,neutron,pi-
207,11,0.183,0.00,0.25,0.59737,0.424,0.40,0.45,2.2038,2.0000,2.5000,0.64363,0.60,0.70,FuuA,67.11950,70.20972,6.71195,neutron,pi-
208,11,0.185,0.00,0.25,0.59001,0.424,0.40,0.45,2.2023,2.0000,2.5000,0.73697,0.70,0.80,FuuA,37.80541,91.49685,3.78054,neutron,pi-
209,11,0.182,0.00,0.25,0.60296,0.426,0.40,0.45,2.2130,2.0000,2.5000,0.86675,0.80,1.60,FuuA,16.06592,88.83982,1.60659,neutron,pi-
210,11,0.213,0.00,0.25,0.50889,0.473,0.45,0.50,2.2101,2.0000,2.5000,0.06274,0.00,0.10,FuuA,293.66026,91.86756,29.36603,neutron,pi-
211,11,0.208,0.00,0.25,0.52167,0.473,0.45,0.50,2.2145,2.0000,2.5000,0.12269,0.10,0.15,FuuA,277.92748,79.27498,27.79275,neutron,pi-
212,11,0.202,0.00,0.25,0.53941,0.474,0.45,0.50,2.2155,2.0000,2.5000,0.17489,0.15,0.20,FuuA,258.82896,70.13048,25.88290,neutron,pi-
213,11,0.196,0.00,0.25,0.55666,0.474,0.45,0.50,2.2161,2.0000,2.5000,0.22338,0.20,0.25,FuuA,238.04172,71.29044,23.80417,neutron,pi-
214,11,0.192,0.00,0.25,0.56996,0.474,0.45,0.50,2.2151,2.0000,2.5000,0.27182,0.25,0.30,FuuA,215.49983,64.55268,21.54998,neutron,pi-
215,11,0.188,0.00,0.25,0.58135,0.474,0.45,0.50,2.2144,2.0000,2.5000,0.32332,0.30,0.35,FuuA,189.98859,64.66304,18.99886,neutron,pi-
216,11,0.185,0.00,0.25,0.59054,0.474,0.45,0.50,2.2134,2.0000,2.5000,0.37665,0.35,0.40,FuuA,163.15603,64.16503,16.31560,neutron,pi-
217,11,0.183,0.00,0.25,0.59741,0.474,0.45,0.50,2.2124,2.0000,2.5000,0.42450,0.40,0.45,FuuA,139.57479,78.82481,13.95748,neutron,pi-
218,11,0.182,0.00,0.25,0.60201,0.474,0.45,0.50,2.2100,2.0000,2.5000,0.47136,0.45,0.50,FuuA,117.96341,71.73653,11.79634,neutron,pi-
219,11,0.181,0.00,0.25,0.60530,0.474,0.45,0.50,2.2075,2.0000,2.5000,0.52568,0.50,0.55,FuuA,94.92886,78.64752,9.49289,neutron,pi-
220,11,0.181,0.00,0.25,0.60590,0.474,0.45,0.50,2.2049,2.0000,2.5000,0.57762,0.55,0.60,FuuA,75.52775,91.65041,7.55278,neutron,pi-
221,11,0.182,0.00,0.25,0.60274,0.474,0.45,0.50,2.2036,2.0000,2.5000,0.64572,0.60,0.70,FuuA,54.43709,78.79851,5.44371,neutron,pi-
222,11,0.184,0.00,0.25,0.59497,0.474,0.45,0.50,2.2030,2.0000,2.5000,0.74382,0.70,0.80,FuuA,31.80556,92.46708,3.18056,neutron,pi-
223,11,0.181,0.00,0.25,0.60262,0.475,0.45,0.50,2.2094,2.0000,2.5000,0.90544,0.80,1.60,FuuA,12.16014,90.57349,1.21601,neutron,pi-
224,11,0.213,0.00,0.25,0.50774,0.523,0.50,0.55,2.2091,2.0000,2.5000,0.06299,0.00,0.10,FuuA,201.03996,111.65311,20.10400,neutron,pi-
225,11,0.209,0.00,0.25,0.51915,0.523,0.50,0.55,2.2130,2.0000,2.5000,0.12481,0.10,0.15,FuuA,190.93034,92.62537,19.09303,neutron,pi-
226,11,0.204,0.00,0.25,0.53324,0.523,0.50,0.55,2.2149,2.0000,2.5000,0.17406,0.15,0.20,FuuA,179.70250,91.38900,17.97025,neutron,pi-
227,11,0.199,0.00,0.25,0.54950,0.524,0.50,0.55,2.2153,2.0000,2.5000,0.22232,0.20,0.25,FuuA,166.66264,79.04279,16.66626,neutron,pi-
228,11,0.194,0.00,0.25,0.56362,0.524,0.50,0.55,2.2149,2.0000,2.5000,0.27217,0.25,0.30,FuuA,151.97723,79.65837,15.19772,neutron,pi-
229,11,0.190,0.00,0.25,0.57550,0.524,0.50,0.55,2.2144,2.0000,2.5000,0.32555,0.30,0.35,FuuA,135.08249,71.04936,13.50825,neutron,pi-
230,11,0.187,0.00,0.25,0.58526,0.524,0.50,0.55,2.2134,2.0000,2.5000,0.37945,0.35,0.40,FuuA,117.60018,79.23382,11.76002,neutron,pi-
231,11,0.185,0.00,0.25,0.59263,0.524,0.50,0.55,2.2123,2.0000,2.5000,0.42964,0.40,0.45,FuuA,101.51677,79.56947,10.15168,neutron,pi-
232,11,0.183,0.00,0.25,0.59833,0.524,0.50,0.55,2.2107,2.0000,2.5000,0.47746,0.45,0.50,FuuA,86.82570,91.12583,8.68257,neutron,pi-
233,11,0.181,0.00,0.25,0.60303,0.524,0.50,0.55,2.2093,2.0000,2.5000,0.52420,0.50,0.55,FuuA,73.36581,90.37382,7.33658,neutron,pi-
234,11,0.181,0.00,0.25,0.60539,0.524,0.50,0.55,2.2068,2.0000,2.5000,0.57817,0.55,0.60,FuuA,59.36474,92.02512,5.93647,neutron,pi-
235,11,0.181,0.00,0.25,0.60579,0.524,0.50,0.55,2.2038,2.0000,2.5000,0.64496,0.60,0.70,FuuA,44.45520,91.64657,4.44552,neutron,pi-
236,11,0.182,0.00,0.25,0.60174,0.525,0.50,0.55,2.2033,2.0000,2.5000,0.74099,0.70,0.80,FuuA,27.88575,91.34900,2.78858,neutron,pi-
237,11,0.179,0.00,0.25,0.61059,0.525,0.50,0.55,2.2079,2.0000,2.5000,0.93001,0.80,1.60,FuuA,10.14915,95.07179,1.01492,neutron,pi-
238,11,0.212,0.00,0.25,0.50911,0.573,0.55,0.60,2.2099,2.0000,2.5000,0.07602,0.00,0.10,FuuA,137.55662,112.61304,13.75566,neutron,pi-
239,11,0.210,0.00,0.25,0.51749,0.573,0.55,0.60,2.2125,2.0000,2.5000,0.12849,0.10,0.15,FuuA,132.18769,157.70700,13.21877,neutron,pi-
240,11,0.206,0.00,0.25,0.52939,0.573,0.55,0.60,2.2141,2.0000,2.5000,0.17528,0.15,0.20,FuuA,125.28723,91.33499,12.52872,neutron,pi-
241,11,0.201,0.00,0.25,0.54397,0.573,0.55,0.60,2.2149,2.0000,2.5000,0.22484,0.20,0.25,FuuA,116.86769,112.33262,11.68677,neutron,pi-
242,11,0.196,0.00,0.25,0.55699,0.574,0.55,0.60,2.2147,2.0000,2.5000,0.26899,0.25,0.30,FuuA,108.53990,91.64932,10.85399,neutron,pi-
243,11,0.192,0.00,0.25,0.56844,0.574,0.55,0.60,2.2148,2.0000,2.5000,0.31917,0.30,0.35,FuuA,98.36557,91.47565,9.83656,neutron,pi-
244,11,0.189,0.00,0.25,0.57767,0.574,0.55,0.60,2.2135,2.0000,2.5000,0.36872,0.35,0.40,FuuA,88.01606,90.89272,8.80161,neutron,pi-
245,11,0.186,0.00,0.25,0.58633,0.574,0.55,0.60,2.2129,2.0000,2.5000,0.41937,0.40,0.45,FuuA,77.29816,91.22750,7.72982,neutron,pi-
246,11,0.184,0.00,0.25,0.59324,0.574,0.55,0.60,2.2118,2.0000,2.5000,0.47308,0.45,0.50,FuuA,66.17103,91.32771,6.61710,neutron,pi-
247,11,0.183,0.00,0.25,0.59872,0.574,0.55,0.60,2.2100,2.0000,2.5000,0.52151,0.50,0.55,FuuA,56.67078,113.00973,5.66708,neutron,pi-
248,11,0.182,0.00,0.25,0.60213,0.574,0.55,0.60,2.2091,2.0000,2.5000,0.56508,0.55,0.60,FuuA,48.65618,111.37776,4.86562,neutron,pi-
249,11,0.181,0.00,0.25,0.60554,0.574,0.55,0.60,2.2064,2.0000,2.5000,0.64581,0.60,0.70,FuuA,35.78607,79.27517,3.57861,neutron,pi-
250,11,0.180,0.00,0.25,0.60791,0.574,0.55,0.60,2.2050,2.0000,2.5000,0.75809,0.70,0.80,FuuA,21.62343,112.05725,2.16234,neutron,pi-
251,11,0.174,0.00,0.25,0.62467,0.574,0.55,0.60,2.2065,2.0000,2.5000,0.94231,0.80,1.60,FuuA,8.97333,102.96030,0.89733,neutron,pi-
0,11,0.226,0.00,0.25,0.57829,0.340,0.30,0.40,2.6894,2.5000,3.0000,0.06562,0.00,0.10,FuuA,541.52871,64.61998,54.15287,neutron,pi-
1,11,0.222,0.00,0.25,0.59019,0.345,0.30,0.40,2.6895,2.5000,3.0000,0.15339,0.10,0.20,FuuA,468.59099,39.42721,46.85910,neutron,pi-
2,11,0.217,0.00,0.25,0.60329,0.344,0.30,0.40,2.6911,2.5000,3.0000,0.24954,0.20,0.30,FuuA,381.32040,36.37402,38.13204,neutron,pi-
3,11,0.215,0.00,0.25,0.60892,0.346,0.30,0.40,2.6850,2.5000,3.0000,0.34643,0.30,0.40,FuuA,277.08160,42.37032,27.70816,neutron,pi-
4,11,0.216,0.00,0.25,0.60665,0.349,0.30,0.40,2.6845,2.5000,3.0000,0.44800,0.40,0.50,FuuA,176.21536,50.02244,17.62154,neutron,pi-
5,11,0.217,0.00,0.25,0.60414,0.344,0.30,0.40,2.6844,2.5000,3.0000,0.54425,0.50,0.60,FuuA,108.89820,70.82778,10.88982,neutron,pi-
6,11,0.217,0.00,0.25,0.60322,0.344,0.30,0.40,2.6846,2.5000,3.0000,0.64078,0.60,0.70,FuuA,59.06605,70.97627,5.90660,neutron,pi-
7,11,0.216,0.00,0.25,0.60678,0.358,0.30,0.40,2.6903,2.5000,3.0000,0.77959,0.70,1.60,FuuA,20.54772,96.71228,2.05477,neutron,pi-
8,11,0.227,0.00,0.25,0.57643,0.440,0.40,0.50,2.6898,2.5000,3.0000,0.07027,0.00,0.10,FuuA,235.54575,91.87579,23.55458,neutron,pi-
9,11,0.224,0.00,0.25,0.58543,0.445,0.40,0.50,2.6867,2.5000,3.0000,0.15735,0.10,0.20,FuuA,208.82841,60.13146,20.88284,neutron,pi-
10,11,0.220,0.00,0.25,0.59622,0.444,0.40,0.50,2.6919,2.5000,3.0000,0.25435,0.20,0.30,FuuA,176.22186,50.17117,17.62219,neutron,pi-
11,11,0.216,0.00,0.25,0.60589,0.449,0.40,0.50,2.6895,2.5000,3.0000,0.35047,0.30,0.40,FuuA,133.23680,55.50519,13.32368,neutron,pi-
12,11,0.215,0.00,0.25,0.60929,0.446,0.40,0.50,2.6838,2.5000,3.0000,0.44881,0.40,0.50,FuuA,97.98410,59.81434,9.79841,neutron,pi-
13,11,0.216,0.00,0.25,0.60689,0.441,0.40,0.50,2.6837,2.5000,3.0000,0.54139,0.50,0.60,FuuA,67.05531,92.77345,6.70553,neutron,pi-
14,11,0.216,0.00,0.25,0.60500,0.449,0.40,0.50,2.6842,2.5000,3.0000,0.64653,0.60,0.70,FuuA,38.05827,79.48578,3.80583,neutron,pi-
15,11,0.217,0.00,0.25,0.60387,0.449,0.40,0.50,2.6849,2.5000,3.0000,0.85377,0.70,1.60,FuuA,11.29510,94.92445,1.12951,neutron,pi-
16,11,0.227,0.00,0.25,0.57637,0.549,0.50,0.60,2.6892,2.5000,3.0000,0.08736,0.00,0.10,FuuA,100.69494,112.06537,10.06949,neutron,pi-
17,11,0.224,0.00,0.25,0.58414,0.540,0.50,0.60,2.6856,2.5000,3.0000,0.17339,0.10,0.20,FuuA,99.08994,91.19854,9.90899,neutron,pi-
18,11,0.222,0.00,0.25,0.59107,0.548,0.50,0.60,2.6889,2.5000,3.0000,0.25734,0.20,0.30,FuuA,82.47950,79.52872,8.24795,neutron,pi-
19,11,0.219,0.00,0.25,0.59979,0.544,0.50,0.60,2.6921,2.5000,3.0000,0.34666,0.30,0.40,FuuA,70.70292,70.94368,7.07029,neutron,pi-
20,11,0.215,0.00,0.25,0.60771,0.544,0.50,0.60,2.6871,2.5000,3.0000,0.45639,0.40,0.50,FuuA,52.27142,70.70029,5.22714,neutron,pi-
21,11,0.215,0.00,0.25,0.60939,0.550,0.50,0.60,2.6825,2.5000,3.0000,0.55725,0.50,0.60,FuuA,35.69449,112.04102,3.56945,neutron,pi-
22,11,0.215,0.00,0.25,0.60771,0.549,0.50,0.60,2.6828,2.5000,3.0000,0.64172,0.60,0.70,FuuA,25.59567,112.61708,2.55957,neutron,pi-
23,11,0.216,0.00,0.25,0.60717,0.544,0.50,0.60,2.6845,2.5000,3.0000,0.84255,0.70,1.60,FuuA,10.54325,92.69721,1.05433,neutron,pi-
